bytecount,dur,packetins,pktperflow,byteperflow,pktrate,Pairflow,tx_bytes,rx_bytes,tot_kbps
278.0,20697,4,63.4,79.25,193.2647243561869,1,78.0,200.0,13431.898342754988
160.0,20585,4,38.4,48.0,194.31624969638088,1,64.0,96.0,7772.649987855235
280.0,20594,4,63.2,79.0,194.2313295134505,1,72.0,208.0,13596.193065941536
0.0,1,2,0.0,0.0,2000000.0,0,0.0,0.0,0.0
220.0,44654,4,50.2,62.75,89.5776414207014,1,62.0,158.0,4926.770278138577
2.0,2037869,6,0.4285714285714286,0.5,2.9442520593816384,1,2.0,0.0,0.9814173531272128
132.0,20594,4,31.4,39.25,194.2313295134505,1,50.0,82.0,6409.633873943867
212.0,45165,4,51.4,64.25,88.5641536588066,1,90.0,122.0,4693.90014391675
132.0,20739,4,31.4,39.25,192.87333044023336,1,50.0,82.0,6364.8199045277015
694.0,20724,4,145.2,181.5,193.01293186643505,1,64.0,630.0,33487.74367882648
184.0,93393,8,25.55555555555556,28.75,85.65952480378614,1,92.0,92.0,1970.1690704870807
123.0,378,4,33.8,42.25,10582.010582010582,0,123.0,0.0,325396.8253968254
276.0,323309,12,24.76923076923077,26.83333333333333,37.11619534253609,1,92.0,184.0,853.67249287833
164.0,20598,4,39.4,49.25,194.1936110301971,1,66.0,98.0,7961.938052238081
200.0,20678,4,48.4,60.5,193.4423058322856,1,84.0,116.0,9672.115291614276
0.0,3101454,8,0.0,0.0,2.579435322916284,1,0.0,0.0,0.0
4.0,10059501,8,0.5555555555555556,0.625,0.7952680754244172,1,4.0,0.0,0.3976340377122086
0.0,3075491,8,0.0,0.0,2.601210668475375,1,0.0,0.0,0.0
0.0,127,3,0.0,0.0,23622.04724409449,1,0.0,0.0,0.0
290.0,20669,4,66.6,83.25,193.52653732643088,1,86.0,204.0,14030.67395616624
0.0,7360016,10,0.0,0.0,1.3586926984941337,1,0.0,0.0,0.0
264.0,20809,4,60.4,75.5,192.2245182373012,1,76.0,188.0,12686.818203661876
0.0,6950495,8,0.0,0.0,1.1509971591951365,0,0.0,0.0,0.0
13014.0,10271929,31,406.68750000000006,419.8064516129032,3.0179336325241346,1,4602.0,8412.0,1266.9480094731964
9476.0,117375831,47,197.4166666666668,201.6170212765957,0.400423150145791,1,1834.0,7642.0,80.73212278258545
0.0,7276299,10,0.0,0.0,1.3743250517880037,1,0.0,0.0,0.0
16358.0,117199501,63,255.59374999999991,259.6507936507937,0.5375449508099868,1,9380.0,6978.0,139.5739731007899
224.0,21250,4,53.2,66.5,188.23529411764704,1,84.0,140.0,10541.176470588234
0.0,110,3,0.0,0.0,27272.727272727272,1,0.0,0.0,0.0
5324.0,85192,21,242.00000000000003,253.52380952380955,246.50201896891727,1,4180.0,1144.0,62494.13090431026
